15:46:31.50,23.85,41.62,1000.6362,403,0,
15:46:32.51,23.83,41.59,1000.566,400,0,
15:46:33.52,23.85,41.57,1000.6362,400,0,
15:46:34.54,23.85,41.58,1000.6892,400,0,
15:46:35.55,23.85,41.56,1000.6628,400,0,
15:46:36.56,23.85,41.58,1000.6892,400,0,
15:46:37.58,23.85,41.58,1000.6362,400,0,
15:46:38.59,23.85,41.59,1000.6628,400,0,
15:46:39.61,23.85,41.61,1000.645,400,0,
15:46:40.62,23.85,41.61,1000.6362,400,0,
15:46:41.64,23.85,41.61,1000.6362,400,0,
15:46:42.65,24.04,48.41,1000.6439,935,81,
15:46:43.66,24.04,58.26,1000.6174,580,27,
15:46:44.68,24.04,57.4,1000.6439,531,19,
15:46:45.69,24.05,54.94,1000.5814,495,14,
15:46:46.71,24.05,52.84,1000.6611,459,8,
15:46:47.72,24.04,51.44,1000.6174,441,6,
15:46:48.73,24.04,49.96,1000.5909,400,0,
15:46:49.75,24.04,48.89,1000.5821,400,0,
15:46:50.76,24.03,47.92,1000.6977,400,0,
15:46:51.78,24.02,47.07,1000.6893,400,0,
15:46:52.79,24.67,52.69,1000.6447,400,0,
15:46:53.80,25.07,56.85,1000.5954,400,0,
15:46:54.82,25.23,59.23,1000.595,400,0,
15:46:55.83,25.13,58.08,1000.5567,400,0,
15:46:56.85,24.76,53.4,1000.5869,400,0,
15:46:57.86,24.62,51.1,1000.5944,400,0,
15:46:58.88,24.54,49.35,1000.5721,400,0,
15:46:59.89,24.48,48.11,1000.549,400,0,
