2019:07:12/07/19:00:07:07.72,23.75,28.54,994.6108,
2019:07:12/07/19:00:07:08.23,23.74,28.55,994.7082,
2019:07:12/07/19:00:07:08.74,23.75,28.58,994.7169,
2019:07:12/07/19:00:07:09.25,23.75,28.58,994.6988,
2019:07:12/07/19:00:07:09.76,23.74,28.55,994.7082,
2019:07:12/07/19:00:07:10.27,23.74,28.53,994.6552,
2019:07:12/07/19:00:07:10.79,23.74,28.52,994.6817,
2019:07:12/07/19:00:07:11.29,23.75,28.49,994.6904,
2019:07:12/07/19:00:07:11.80,23.75,28.48,994.6904,
2019:07:12/07/19:00:07:12.31,23.75,28.46,994.7253,
2019:07:12/07/19:00:07:12.82,23.75,28.45,994.6904,
2019:07:12/07/19:00:07:13.33,23.74,28.47,994.6287,
2019:07:12/07/19:00:07:13.84,23.74,28.47,994.6817,
2019:07:12/07/19:00:07:14.35,23.74,28.5,994.6021,
2019:07:12/07/19:00:07:14.86,23.74,28.52,994.7082,
2019:07:12/07/19:00:07:15.37,23.75,28.5,994.6988,
2019:07:12/07/19:00:07:15.88,23.74,28.53,994.6287,
2019:07:12/07/19:00:07:16.39,23.75,28.5,994.6904,
2019:07:12/07/19:00:07:16.90,23.73,28.5,994.6646,
2019:07:12/07/19:00:07:17.41,23.75,28.5,994.6639,
2019:07:12/07/19:00:07:17.92,23.75,28.52,994.6639,
2019:07:12/07/19:00:07:18.43,23.73,28.53,994.6646,
2019:07:12/07/19:00:07:18.94,23.74,28.54,994.6287,
2019:07:12/07/19:00:07:19.45,23.73,28.54,994.6646,
2019:07:12/07/19:00:07:19.96,23.75,28.56,994.6639,
2019:07:12/07/19:00:07:20.47,23.73,28.56,994.6646,
2019:07:12/07/19:00:07:20.98,23.74,28.57,994.6203,
2019:07:12/07/19:00:07:21.49,23.74,28.56,994.6817,
2019:07:12/07/19:00:07:22.00,23.73,28.57,994.6646,
2019:07:12/07/19:00:07:22.51,23.74,28.56,994.6817,
2019:07:12/07/19:00:07:23.02,23.75,28.55,994.6639,
2019:07:12/07/19:00:07:23.53,23.74,28.57,994.6287,
2019:07:12/07/19:00:07:24.04,23.74,28.57,994.6203,
2019:07:12/07/19:00:07:24.55,23.74,28.61,994.6203,
2019:07:12/07/19:00:07:25.06,23.74,28.59,994.6203,
2019:07:12/07/19:00:07:25.57,23.75,28.59,994.6904,
2019:07:12/07/19:00:07:26.08,23.74,28.6,994.6287,
2019:07:12/07/19:00:07:26.59,23.74,28.57,994.6287,
2019:07:12/07/19:00:07:27.10,23.74,28.6,994.6733,
2019:07:12/07/19:00:07:27.61,23.74,28.6,994.6468,
2019:07:12/07/19:00:07:28.12,23.73,28.58,994.6646,
2019:07:12/07/19:00:07:28.63,23.74,28.6,994.7082,
2019:07:12/07/19:00:07:29.14,23.74,28.6,994.6817,
2019:07:12/07/19:00:07:29.65,23.75,28.59,994.7169,
2019:07:12/07/19:00:07:30.16,23.74,28.59,994.6817,
2019:07:12/07/19:00:07:30.67,23.74,28.59,994.7082,
2019:07:12/07/19:00:07:31.18,23.74,28.59,994.6817,
2019:07:12/07/19:00:07:31.69,23.75,28.6,994.7169,
2019:07:12/07/19:00:07:32.20,23.75,28.58,994.6988,
