23:20:42.47,24.22,31.21,994.891,
23:20:42.96,24.22,31.19,994.9441,
23:20:43.47,24.22,31.18,994.9353,
23:20:43.98,24.22,31.23,994.9971,
23:20:44.49,24.21,31.25,994.9005,
23:20:45.00,24.22,31.21,994.9971,
23:20:45.51,24.22,31.2,994.9619,
23:20:46.02,24.22,31.21,994.9619,
23:20:46.53,24.22,31.2,994.9885,
23:20:47.04,24.22,31.18,995.0237,
23:20:47.55,24.22,31.13,994.9353,
23:20:48.06,24.22,31.13,994.9619,
23:20:48.57,24.21,31.11,995.0067,
23:20:49.08,24.21,31.08,994.9714,
23:20:49.59,24.22,31.07,994.9885,
23:20:50.10,24.21,31.06,995.0246,
23:20:50.61,24.21,31.06,995.0863,
23:20:51.12,24.22,31.04,995.0415,
23:20:51.63,24.22,31.05,994.9885,
23:20:52.14,24.21,31.05,995.0597,
23:20:52.65,24.21,31.04,995.0067,
23:20:53.16,24.21,31.05,995.0246,
23:20:53.67,24.21,31.05,995.0246,
23:20:54.18,24.21,31.05,995.0863,
23:20:54.69,24.2,31.05,995.034,
23:20:55.20,24.21,31.04,995.0863,
23:20:55.71,24.21,31.04,994.998,
23:20:56.22,24.21,31.04,995.0067,
23:20:56.73,24.21,31.06,995.0067,
23:20:57.24,24.21,31.06,995.0332,
23:20:57.75,24.21,31.06,994.9449,
23:20:58.26,24.2,31.06,994.9544,
23:20:58.77,24.21,31.06,994.9714,
23:20:59.28,24.21,31.07,994.9183,
23:20:59.79,24.22,31.09,994.9353,
23:21:00.30,24.21,31.08,994.9801,
23:21:00.81,24.21,31.08,995.0246,
23:21:01.32,24.21,31.07,995.0246,
23:21:01.83,24.21,31.08,994.9714,
23:21:02.34,24.2,31.06,994.9631,
23:21:02.85,24.21,31.04,995.0332,
23:21:03.36,24.21,31.05,994.998,
23:21:03.87,24.2,31.04,994.9013,
23:21:04.38,24.2,31.04,994.9013,
23:21:04.89,24.21,31.02,994.9714,
23:21:05.40,24.21,31.04,994.9714,
23:21:05.91,24.22,31.05,994.9885,
23:21:06.42,24.21,31.08,995.0246,
23:21:06.93,24.2,31.12,994.91,
23:21:07.44,24.2,31.13,995.0075,
23:21:07.95,24.2,31.17,994.981,
23:21:08.46,24.21,31.18,995.0246,
23:21:08.97,24.21,31.2,994.9801,
23:21:09.48,24.21,31.25,995.051,
23:21:09.99,24.21,31.25,995.0246,
23:21:10.50,24.2,31.25,995.0075,
23:21:11.01,24.21,31.27,995.0776,
23:21:11.52,24.2,31.29,995.0075,
23:21:12.03,24.21,31.28,995.0246,
23:21:12.54,24.22,31.28,994.9885,
23:21:13.05,24.21,31.28,995.0246,
23:21:13.56,24.21,31.26,995.0246,
23:21:14.07,24.21,31.22,995.051,
23:21:14.58,24.21,31.21,995.0246,
23:21:15.09,24.2,31.2,995.0075,
23:21:15.60,24.2,31.2,994.981,
23:21:16.11,24.21,31.2,995.0246,
23:21:16.62,24.21,31.2,994.9714,
23:21:17.13,24.21,31.19,994.998,
23:21:17.63,24.21,31.19,994.9714,
23:21:18.15,24.2,31.17,994.981,
23:21:18.65,24.21,31.14,994.9714,
23:21:19.16,24.21,31.18,995.0332,
23:21:19.67,24.21,31.2,994.998,
23:21:20.18,24.2,31.24,994.981,
23:21:20.70,24.21,31.27,994.9714,
23:21:21.20,24.21,31.28,994.998,
23:21:21.71,24.21,31.24,994.9714,
23:21:22.22,24.21,31.24,995.0246,
23:21:22.73,24.21,31.2,994.998,
23:21:23.24,24.21,31.22,994.998,
23:21:23.75,24.21,31.22,994.9714,
23:21:24.26,24.21,31.25,994.8917,
23:21:24.77,24.21,31.25,994.9714,
23:21:25.28,24.21,31.26,994.9714,
23:21:25.79,24.21,31.27,994.9801,
23:21:26.30,24.22,31.26,994.9885,
23:21:26.81,24.21,31.25,994.9714,
23:21:27.32,24.21,31.26,994.9714,
23:21:27.83,24.21,31.29,994.927,
23:21:28.34,24.21,31.31,994.9801,
23:21:28.85,24.21,31.27,994.9801,
23:21:29.36,24.21,31.22,994.9714,
23:21:29.87,24.21,31.22,994.9714,
23:21:30.38,24.22,31.24,995.015,
23:21:30.89,24.21,31.24,994.9535,
23:21:31.40,24.21,31.25,994.9801,
23:21:31.91,24.21,31.22,994.9005,
23:21:32.42,24.21,31.21,994.9449,
23:21:32.93,24.21,31.21,994.998,
23:21:33.44,24.21,31.18,995.0332,
23:21:33.95,24.21,31.16,995.051,
23:21:34.46,24.21,31.14,995.0332,
23:21:34.97,24.21,31.12,994.9801,
23:21:35.48,24.21,31.08,994.9714,
23:21:35.99,24.21,31.06,994.9714,
23:21:36.50,24.21,31.06,994.998,
23:21:37.01,24.21,31.05,994.9714,
23:21:37.52,24.21,31.05,994.9714,
23:21:38.03,24.21,31.05,994.9449,
23:21:38.54,24.22,31.05,994.9885,
23:21:39.05,24.21,31.04,994.9449,
23:21:39.56,24.21,31.04,994.9449,
23:21:40.07,24.21,31.04,994.9801,
23:21:40.58,24.21,31.04,994.9801,
23:21:41.09,24.22,31.04,995.0415,
23:21:41.60,24.22,31.04,994.9353,
23:21:42.11,24.21,31.04,994.9801,
23:21:42.62,24.21,31.04,994.9801,
23:21:43.13,24.21,31.02,995.0332,
23:21:43.64,24.21,31.0,994.9801,
23:21:44.15,24.22,30.99,995.0503,
23:21:44.66,24.22,30.98,994.9971,
23:21:45.17,24.21,30.97,994.927,
23:21:45.68,24.21,30.95,994.927,
23:21:46.19,24.22,30.93,994.9971,
23:21:46.70,24.22,30.93,994.9353,
23:21:47.21,24.22,30.95,994.9706,
23:21:47.72,24.22,30.93,994.9885,
23:21:48.23,24.22,30.93,994.9971,
23:21:48.74,24.22,30.92,994.9885,
23:21:49.25,24.22,30.92,994.9619,
23:21:49.76,24.22,30.92,994.9885,
23:21:50.27,24.22,30.93,994.9971,
23:21:50.78,24.22,30.92,995.015,
23:21:51.29,24.21,30.97,994.9801,
23:21:51.80,24.22,30.97,994.9971,
23:21:52.31,24.22,30.97,995.0503,
23:21:52.82,24.22,30.97,995.0415,
