2019:44:12/08/19:17:44:49.06,24.78,35.11,987.8946,
2019:44:12/08/19:17:44:49.46,24.79,35.03,987.9029,
2019:44:12/08/19:17:44:49.97,24.79,34.96,987.8498,
2019:44:12/08/19:17:44:50.48,24.78,34.9,987.8946,
2019:44:12/08/19:17:44:50.99,24.78,34.85,987.886,
2019:44:12/08/19:17:44:51.50,24.78,34.86,987.8594,
2019:44:12/08/19:17:44:52.01,24.77,34.84,987.8777,
2019:44:12/08/19:17:44:52.52,24.77,34.82,987.816,
2019:44:12/08/19:17:44:53.03,24.77,34.79,987.8425,
2019:44:12/08/19:17:44:53.54,24.79,34.81,987.9029,
2019:44:12/08/19:17:44:54.05,24.78,34.82,987.886,
2019:44:12/08/19:17:44:54.56,24.77,34.81,987.8511,
2019:44:12/08/19:17:44:55.07,24.78,34.77,987.8594,
2019:44:12/08/19:17:44:55.58,24.77,34.76,987.9042,
