10:23:06,23.73,36.62,985.8602,1019,94,
10:23:07,23.74,36.64,985.861,1019,94,
10:23:08,23.74,36.65,985.8569,997,90,
10:23:09,23.74,36.67,985.8577,1019,94,
10:23:10,23.74,36.68,985.8556,1009,92,
10:23:11,23.75,36.7,985.8589,1009,92,
10:23:12,23.75,36.69,985.8597,1019,94,
10:23:13,23.76,36.68,985.8633,1009,92,
10:23:14,23.76,36.64,985.8641,997,90,
10:23:15,23.76,36.63,985.8666,987,89,
10:23:16,23.77,36.6,985.8661,975,87,
10:23:17,23.77,36.58,985.8694,987,89,
10:23:18,23.77,36.56,985.8735,975,87,
10:23:19,23.78,36.58,985.8797,975,87,
10:23:20,23.78,36.56,985.8839,975,87,
10:23:21,23.78,36.56,985.8864,975,87,
10:23:22,23.78,36.56,985.8888,987,89,
10:23:23,23.79,36.56,985.8916,975,87,
10:23:24,23.79,36.56,985.8891,975,87,
10:23:25,23.79,36.58,985.8883,987,89,
10:23:26,23.79,36.59,985.8842,987,89,
10:23:27,23.8,36.59,985.8787,987,89,
10:23:28,23.8,36.59,985.8762,997,90,
10:23:29,23.8,36.58,985.8753,997,90,
10:23:30,23.8,36.57,985.8746,997,90,
10:23:31,23.81,36.58,985.874,997,90,
10:23:32,23.81,36.58,985.8649,1009,92,
10:23:33,23.81,36.61,985.8624,997,90,
10:23:34,23.81,36.62,985.855,987,89,
10:23:35,23.82,36.62,985.8495,997,90,
10:23:36,23.82,36.62,985.842,987,89,
10:23:37,23.82,36.63,985.8378,987,89,
10:23:38,23.83,36.57,985.8349,997,90,
10:23:40,23.83,36.51,985.8307,1009,92,
10:23:41,23.83,36.49,985.8282,1009,92,
10:23:42,23.83,36.5,985.8257,1009,92,
10:23:43,23.84,36.53,985.8235,1019,94,
10:23:44,23.84,36.55,985.821,1009,92,
10:23:45,23.84,36.55,985.8186,1019,94,
10:23:46,23.85,36.52,985.8194,1050,99,
10:23:47,23.85,36.51,985.8247,1086,104,
10:23:48,23.85,36.52,985.8239,1125,110,
10:23:49,23.86,36.58,985.8214,1140,112,
10:23:50,23.86,36.66,985.8175,1168,117,
10:23:51,23.86,36.8,985.8209,1153,114,
10:23:52,23.87,36.92,985.8237,1181,118,
10:23:53,23.87,37.0,985.8262,1195,121,
10:23:54,23.87,37.07,985.8361,1207,122,
10:23:55,23.88,37.13,985.8339,1207,122,
10:23:56,23.88,37.21,985.8389,1238,127,
10:23:57,23.89,37.28,985.8475,1259,130,
10:23:58,23.89,37.35,985.8517,1238,127,
10:23:59,23.89,37.49,985.8542,1295,136,
10:24:00,23.89,37.82,985.8583,1349,144,
10:24:01,23.9,38.12,985.8561,1367,147,
10:24:02,23.9,38.21,985.8578,1400,152,
10:24:03,23.9,38.28,985.8785,1416,154,
10:24:04,23.91,38.31,985.8846,1416,154,
10:24:05,23.91,38.32,985.8921,1400,152,
10:24:06,23.92,38.4,985.9037,1458,161,
10:24:07,23.92,38.33,985.9065,1458,161,
10:24:08,23.92,38.25,985.9073,1482,164,
10:24:09,23.92,38.22,985.9114,1482,164,
10:24:10,23.93,38.13,985.9139,1436,157,
10:24:11,23.93,37.92,985.9184,1416,154,
10:24:12,23.93,37.75,985.9242,1458,161,
10:24:13,23.93,37.8,985.9234,1517,170,
10:24:14,23.94,37.84,985.9259,1534,172,
10:24:15,23.94,37.92,985.932,1574,178,
10:24:16,23.94,38.03,985.9378,1574,178,
10:24:17,23.94,38.11,985.9436,1594,181,
10:24:18,23.95,38.17,985.9527,1594,181,
10:24:19,23.95,38.19,985.956,1594,181,
10:24:20,23.95,38.18,985.9671,1594,181,
10:24:21,23.95,38.23,985.9812,1612,184,
10:24:22,23.95,38.69,985.992,1673,193,
10:24:23,23.96,39.15,985.9961,1749,205,
10:24:24,23.96,39.38,985.9923,1749,205,
