17:45:39.89,23.2,83.74,628.8777,400,0,
17:45:40.45,25.22,36.23,988.1085,400,0,
17:45:41.01,25.23,36.14,988.17,400,0,
17:45:41.58,25.22,36.12,988.1882,400,0,
17:45:42.14,25.23,36.99,988.2583,400,0,
17:45:42.70,25.24,37.91,988.3018,400,0,
17:45:43.26,25.23,38.29,988.3646,400,0,
17:45:43.83,25.24,38.36,988.2753,400,0,
17:45:44.39,25.22,38.32,988.268,400,0,
17:45:44.96,25.23,38.34,988.1965,400,0,
17:45:45.52,25.23,38.76,988.2317,400,0,
17:45:46.08,25.3,45.44,988.2003,400,0,
17:45:46.64,25.36,51.6,988.1953,400,0,
17:45:47.21,25.39,55.05,988.1929,400,0,
17:45:47.77,25.37,56.13,988.1325,400,0,
17:45:48.33,25.36,54.64,988.089,400,0,
17:45:48.90,25.36,52.96,988.089,400,0,
17:45:49.46,25.36,52.19,988.1507,400,0,
17:45:50.02,25.36,50.52,988.1774,400,0,
17:45:50.59,25.41,52.96,988.2267,400,0,
17:45:51.15,25.43,54.96,988.1542,400,0,
17:45:51.71,25.43,55.08,988.2073,400,0,
17:45:52.27,25.41,52.28,988.1469,400,0,
17:45:52.84,25.4,50.43,988.1832,400,0,
17:45:53.40,25.4,48.8,988.1653,400,0,
17:45:53.96,25.4,47.79,988.1653,400,0,
17:45:54.53,25.39,46.88,988.1483,400,0,
17:45:55.09,25.4,45.89,988.1035,400,0,
17:45:55.65,25.39,45.04,988.1397,400,0,
17:45:56.22,25.38,44.42,988.1846,400,0,
17:45:56.78,25.38,43.68,988.176,400,0,
17:45:57.34,25.37,43.02,988.1677,400,0,
17:45:57.91,25.37,42.16,988.2209,400,0,
17:45:58.47,25.35,41.32,988.1785,400,0,
17:45:59.03,25.35,40.68,988.1785,400,0,
17:45:59.59,25.34,40.07,988.117,400,0,
17:46:00.16,25.34,39.8,988.1615,400,0,
17:46:00.72,25.33,39.7,988.118,400,0,
17:46:01.28,25.32,39.58,988.0828,400,0,
17:46:01.85,25.32,39.49,988.136,400,0,
17:46:02.41,25.32,39.29,988.0746,400,0,
17:46:02.97,25.32,39.09,988.1809,400,0,
17:46:03.54,25.32,38.97,988.2341,400,0,
17:46:04.10,25.32,38.9,988.1809,400,0,
17:46:04.66,25.31,38.73,988.164,400,0,
17:46:05.23,25.31,38.48,988.1906,400,0,
17:46:05.79,25.29,38.21,988.0853,400,0,
17:46:06.35,25.3,37.97,988.1471,400,0,
17:46:06.92,25.28,37.82,988.1036,400,0,
17:46:07.48,25.28,37.74,988.077,400,0,
17:46:08.04,25.28,37.71,988.077,400,0,
17:46:08.60,25.28,37.65,988.0239,400,0,
17:46:09.17,25.27,37.56,988.0601,400,0,
17:46:09.73,25.27,37.49,988.0867,400,0,
17:46:10.29,25.27,37.39,988.0867,400,0,
17:46:10.86,25.27,37.3,988.0515,400,0,
17:46:11.42,25.27,37.2,988.1133,400,0,
17:46:11.98,25.26,37.15,988.0432,400,0,
17:46:12.55,25.26,37.2,988.0698,400,0,
17:46:13.11,25.26,37.27,988.1229,400,0,
17:46:13.67,25.26,37.27,988.1495,400,0,
17:46:14.24,25.26,37.27,988.1229,400,0,
17:46:14.80,25.26,37.26,988.0964,400,0,
17:46:15.36,25.27,37.22,988.1664,400,0,
17:46:15.93,25.26,37.23,988.141,400,0,
17:46:16.49,25.25,37.17,988.0529,400,0,
17:46:17.05,25.26,37.15,988.1143,400,0,
17:46:17.61,25.25,37.13,988.1326,400,0,
17:46:18.18,25.24,37.03,988.0094,400,0,
17:46:18.74,25.25,36.95,988.124,400,0,
17:46:19.30,25.25,36.86,988.0975,400,0,
17:46:19.87,25.25,36.82,988.0795,400,0,
17:46:20.43,25.24,36.76,988.0625,400,0,
17:46:20.99,25.24,36.67,988.1157,400,0,
17:46:21.56,25.24,36.56,988.1157,400,0,
17:46:22.12,25.25,36.52,988.1771,400,0,
17:46:22.68,25.23,36.5,988.152,400,0,
17:46:23.24,25.25,36.49,988.124,400,0,
17:46:23.81,25.24,36.48,988.1337,400,0,
17:46:24.37,25.23,36.47,988.1434,400,0,
17:46:24.93,25.23,36.45,988.0988,400,0,
17:46:25.50,25.23,36.46,988.0722,400,0,
17:46:26.06,25.23,36.44,988.0371,400,0,
17:46:26.62,25.23,36.45,988.0636,400,0,
17:46:27.19,25.23,36.47,988.0457,400,0,
17:46:27.75,25.23,36.47,988.0722,400,0,
17:46:28.31,25.23,36.48,988.0457,400,0,
17:46:28.88,25.23,36.48,988.0457,400,0,
17:46:29.44,25.22,36.46,988.0201,400,0,
17:46:30.00,25.23,36.44,988.0902,400,0,
17:46:30.57,25.23,36.4,988.0636,400,0,
17:46:31.13,25.22,36.41,988.0819,400,0,
17:46:31.69,25.22,36.43,988.1882,400,0,
17:46:32.25,25.22,36.44,988.2328,400,0,
17:46:32.82,25.22,36.45,988.2414,400,0,
17:46:33.38,25.22,36.44,988.2594,400,0,
17:46:33.94,25.21,36.45,988.2776,400,0,
17:46:34.51,25.21,36.45,988.2245,400,0,
17:46:35.07,25.21,36.45,988.2245,400,0,
17:46:35.63,25.2,36.45,988.1544,400,0,
17:46:36.19,25.2,36.41,988.1278,400,0,
17:46:36.76,25.21,36.37,988.1096,400,0,
17:46:37.32,25.21,36.34,988.0564,400,0,
17:46:37.88,25.21,36.28,988.0118,400,0,
17:46:38.45,25.21,36.25,988.0384,400,0,
17:46:39.01,25.21,36.25,988.065,400,0,
17:46:39.57,25.21,36.21,988.0564,400,0,
17:46:40.14,25.2,36.16,988.1013,400,0,
17:46:40.70,25.19,36.07,987.9694,400,0,
17:46:41.26,25.19,36.03,988.0757,400,0,
